"","FOD_ID","FIRE_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE"
"2791",300218625,"LITTLE MONTANA CREEK",2015,2015-06-23,174,"Natural","Natural",1046,"F",62.520166,-157.476194,"STATE","AK"
"2792",300218626,"HICKEY CREEK",2015,2015-06-20,171,"Natural","Natural",33131,"G",62.624555,-157.59775,"STATE","AK"
"2793",300218628,"AMERICAN CREEK",2015,2015-06-24,175,"Natural","Natural",2770,"F",63.161666,-156.811194,"STATE","AK"
"2794",300218629,"NUSHAGAK RIVER",2015,2015-07-04,185,"Natural","Natural",292,"D",60.732555,-156.565861,"STATE","AK"
"2795",300218666,"LOCKWOOD",2015,2015-07-15,196,"Natural","Natural",79.2,"C",66.736166,-155.096666,"NPS","AK"
"2796",300218695,"JOHN REEK CREEK #2",2015,2015-06-25,176,"Natural","Natural",208,"D",63.115472,-155.916555,"STATE","AK"
"2797",300218698,"WASHINGTON CREEK",2015,2015-06-27,178,"Natural","Natural",270,"D",63.263777,-155.181694,"STATE","AK"
"2798",300218703,"BIG SALMON",2015,2015-07-04,185,"Natural","Natural",48,"C",62.766777,-153.577777,"STATE","AK"
"2799",300218770,"CHICHITNOK RIVER",2015,2015-06-22,173,"Natural","Natural",3879,"F",60.707,-157.47775,"STATE","AK"
"2800",300218771,"CHUILNUK RIVER",2015,2015-07-10,191,"Natural","Natural",1142.6,"F",61.273666,-157.47775,"STATE","AK"
"2801",300218794,"CHIKULULNUK",2015,2015-06-25,176,"Natural","Natural",365,"E",60.935416,-158.376027,"STATE","AK"
"2802",300218806,"AGATE FORK SUSULATNA RIVER",2015,2015-06-23,174,"Natural","Natural",970,"E",63.307,-155.607,"STATE","AK"
"2803",300218811,"ROCK CREEK",2015,2015-06-23,174,"Natural","Natural",9178,"G",61.186833,-154.635666,"STATE","AK"
"2804",300218820,"CUMMINGS ROAD",2015,2015-05-30,150,"Human","Missing data/not specified/undetermined",37,"C",63.833683,-144.832067,"STATE","AK"
"2805",300218870,"LITTLE CREEK",2015,2015-06-24,175,"Natural","Natural",465,"E",61.473666,-157.594444,"STATE","AK"
"2806",300218871,"MAYBE CREEK",2015,2015-06-21,172,"Natural","Natural",8681,"G",62.773611,-157.282194,"STATE","AK"
"2807",300218878,"STINK RIVER",2015,2015-06-19,170,"Natural","Natural",2468,"F",61.505138,-156.103083,"STATE","AK"
"2808",300218882,"LIME HILLS",2015,2015-06-20,171,"Natural","Natural",620,"E",61.395277,-154.546388,"STATE","AK"
"2809",300218924,"FISH CREEK",2015,2015-06-20,171,"Natural","Natural",7464,"G",64.364166,-149.006833,"STATE","AK"
"2810",300218925,"RAILROAD 364.5",2015,2015-06-23,174,"Natural","Natural",25,"C",64.635361,-149.0805,"STATE","AK"
"2811",300218982,"5.5 MILE BARLEY WAY",2015,2015-05-16,136,"Human","Missing data/not specified/undetermined",15.1,"C",63.882317,-144.98185,"PRIVATE","AK"
"2812",300218990,"DENNISON FORK",2015,2015-06-22,173,"Natural","Natural",10708,"G",63.587333,-142.044833,"STATE","AK"
"2813",300219015,"15 COAL CREEK",2015,2015-05-23,143,"Human","Missing data/not specified/undetermined",643,"E",64.029666,-148.573,"STATE","AK"
"2814",300219016,"STANDARD CREEK",2015,2015-06-08,159,"Natural","Natural",10,"C",64.821833,-148.445,"STATE","AK"
"2815",300219030,"KLUTINA",2015,2015-06-20,171,"Natural","Natural",329.5,"E",61.606333,-145.772533,"STATE","AK"
"2816",300219035,"EAGLE CREEK",2015,2015-06-24,175,"Natural","Natural",182,"D",62.877583,-144.551194,"STATE","AK"
"2817",300219051,"GEMUK RIVER",2015,2015-06-23,174,"Natural","Natural",1076,"F",60.716666,-158.7,"STATE","AK"
"2818",300219065,"KIOKLUK MOUNTAIN",2015,2015-07-12,193,"Natural","Natural",282,"D",60.307833,-158.244333,"STATE","AK"
"2819",300219076,"BEAVER CREEK",2015,2015-06-26,177,"Natural","Natural",3141,"F",63.125611,-156.686194,"STATE","AK"
"2820",300219083,"BIG RIVER",2015,2015-06-22,173,"Natural","Natural",90.1,"C",61.971527,-154.522527,"STATE","AK"
"2821",300219087,"KING CREEK",2015,2015-06-21,172,"Natural","Natural",2239,"F",63.494444,-153.857,"STATE","AK"
"2822",300219105,"SHEEP CREEK",2015,2015-08-29,241,"Human","Missing data/not specified/undetermined",22,"C",62.03,-150.05,"COUNTY","AK"
"2823",300219127,"RUBY CREEK",2015,2015-06-22,173,"Natural","Natural",28.5,"C",65.086222,-147.489527,"STATE","AK"
"2824",300219131,"KUTOKBUNA LAKE",2015,2015-06-21,172,"Natural","Natural",11631,"G",61.361111,-155.807027,"STATE","AK"
"2825",300219139,"NORTH FORK BIG RIVER",2015,2015-06-28,179,"Natural","Natural",11,"C",62.056833,-154.579666,"PRIVATE","AK"
"2826",300219143,"RUNGUN CREEK",2015,2015-06-26,177,"Natural","Natural",1682,"F",63.566666,-153.766666,"STATE","AK"
"2827",300219145,"DENNIS",2015,2015-07-06,187,"Natural","Natural",3395,"F",63.061111,-153.033333,"STATE","AK"
"2828",300219184,"WINDY CREEK",2015,2015-06-19,170,"Natural","Natural",151.3,"D",63.113166,-147.493166,"STATE","AK"
"2829",300219194,"U. S. CREEK",2015,2015-06-22,173,"Natural","Natural",482,"E",65.300111,-146.641277,"STATE","AK"
"2830",300219197,"SINONA CREEK",2015,2015-06-24,175,"Natural","Natural",257.6,"D",62.87715,-144.858267,"STATE","AK"
"2831",300219199,"GOODPASTER VALLEY",2015,2015-06-20,171,"Natural","Natural",1000,"F",64.361555,-144.959527,"STATE","AK"
"2832",300219201,"HEALY RIVER",2015,2015-06-20,171,"Natural","Natural",604.2,"E",63.966666,-144.5765,"STATE","AK"
"2833",300290625,"KOKWOK RIVER",2015,2015-06-20,171,"Natural","Natural",1825,"F",59.60775,-158.254194,"STATE","AK"
"2834",300290626,"MOORE LAKE",2015,2015-06-23,174,"Natural","Natural",25,"C",62.3723,-146.8665,"STATE","AK"
"2835",400012881,"WINDFALL MOUNTAIN",2016,2016-04-19,110,"Natural","Natural",45.2,"C",65.02981,-141.25186,"TRIBAL","AK"
"2836",400012886,"HUSLIA HAUL ROAD",2016,2016-04-27,118,"Human","Missing data/not specified/undetermined",45,"C",65.6403,-156.4431,"PRIVATE","AK"
"2837",400012891,"FORT",2016,2016-05-04,125,"Human","Arson/incendiarism",139,"D",64.0169,-146.3242,"OTHER FEDERAL","AK"
"2838",400012892,"SUNRISE",2016,2016-05-04,125,"Human","Missing data/not specified/undetermined",30,"C",61.65,-149.62,"PRIVATE","AK"
"2839",400012893,"YUKON AIRFIELD",2016,2016-05-04,125,"Human","Arson/incendiarism",15,"C",64.72,-146.45,"OTHER FEDERAL","AK"
"2840",400012916,"MAVERICK",2016,2016-05-19,140,"Human","Missing data/not specified/undetermined",13,"C",63.9517,-146.29,"OTHER FEDERAL","AK"
"2841",400012917,"CANAL",2016,2016-05-19,140,"Human","Missing data/not specified/undetermined",45.2,"C",63.4353,-162.1564,"TRIBAL","AK"
"2842",400012926,"HILAND ROAD",2016,2016-05-27,148,"Human","Missing data/not specified/undetermined",25,"C",61.28,-149.48,"TRIBAL","AK"
"2843",400012929,"MEDFRA",2016,2016-05-29,150,"Natural","Natural",7930.3,"G",63.2,-154.2,"TRIBAL","AK"
"2844",400012931,"BERRY CREEK",2016,2016-05-29,150,"Natural","Natural",1676.6,"F",63.25,-154.23,"TRIBAL","AK"
"2845",400012935,"BIG MUD",2016,2016-06-01,153,"Natural","Natural",44539.9,"G",64.53983,-153.24717,"FWS","AK"
"2846",400012939,"KUYUKUTUK RIVER",2016,2016-06-03,155,"Natural","Natural",21304.5,"G",62.055,-161.1794,"BLM","AK"
"2847",400012941,"ANDREAFSKY",2016,2016-06-03,155,"Natural","Natural",196.8,"D",62.0847,-162.8661,"PRIVATE","AK"
"2848",400012943,"MUD CREEK",2016,2016-06-05,157,"Human","Missing data/not specified/undetermined",99.3,"C",65.9242,-161.9447,"STATE","AK"
"2849",400012945,"MT VILLAGE DUMP",2016,2016-06-07,159,"Human","Debris and open burning",73.4,"C",62.0911,-163.7575,"PRIVATE","AK"
"2850",400012946,"WARREN CREEK",2016,2016-06-10,162,"Human","Missing data/not specified/undetermined",3492,"F",66.9547,-157.0267,"TRIBAL","AK"
"2851",400012950,"ST LAWRENCE ISLAND",2016,2016-06-15,167,"Human","Equipment and vehicle use",359.7,"E",63.5144,-171.4053,"TRIBAL","AK"
"2852",400012958,"POOVOOKPUK MOUNTAIN",2016,2016-06-15,167,"Human","Equipment and vehicle use",137.8,"D",63.4939,-171.3589,"TRIBAL","AK"
"2853",400012961,"TETLIN RIVER",2016,2016-06-17,169,"Human","Recreation and ceremony",817.8,"E",63.12,-142.58,"TRIBAL","AK"
"2854",400012962,"SAKLOLIK MOUNTAIN",2016,2016-06-17,169,"Natural","Natural",69.4,"C",68.2256,-165.3156,"TRIBAL","AK"
"2855",400012963,"WOLF CREEK",2016,2016-06-17,169,"Natural","Natural",52.5,"C",68.2378,-165.3792,"TRIBAL","AK"
"2856",400012964,"PUNUPKAHKROAK MOUNTAIN",2016,2016-06-17,169,"Natural","Natural",11.7,"C",68.0767,-163.5061,"STATE","AK"
"2857",400012966,"MARINER",2016,2016-06-18,170,"Natural","Natural",748.5,"E",64.225,-141.1478,"STATE","AK"
"2858",400012974,"MICHIGAN CREEK 2",2016,2016-06-25,177,"Natural","Natural",33,"C",64.17,-144.6,"TRIBAL","AK"
"2859",400012976,"MELOZITNA",2016,2016-06-25,177,"Natural","Natural",1066.7,"F",65.35017,-154.58517,"STATE","AK"
"2860",400012977,"DULBI RIVER",2016,2016-06-25,177,"Natural","Natural",2730.5,"F",65.4328,-154.8622,"BLM","AK"
"2861",400012982,"INIAKUK LAKE",2016,2016-06-25,177,"Natural","Natural",36751.9,"G",64.15383,-153.15114,"STATE","AK"
"2862",400012984,"BERGMAN CREEK",2016,2016-06-25,177,"Natural","Natural",73.8,"C",66.5569,-153.0394,"TRIBAL","AK"
"2863",400012986,"DULBI FLATS",2016,2016-06-26,178,"Natural","Natural",58137.8,"G",65.86933,-155.75567,"FWS","AK"
"2864",400012987,"HIGH CREEK",2016,2016-06-26,178,"Natural","Natural",14864.1,"G",66.13608,-155.74244,"STATE","AK"
"2865",400012988,"FIRST CREEK",2016,2016-06-26,178,"Natural","Natural",755.2,"E",66.1194,-155.7372,"STATE","AK"
"2866",400012991,"DEVIATION PEAK",2016,2016-06-26,178,"Natural","Natural",400.7,"E",67.1239,-161.0531,"STATE","AK"
"2867",400012994,"HOGATZA RIVER",2016,2016-06-26,178,"Natural","Natural",52334.7,"G",66.79836,-153.96833,"STATE","AK"
"2868",400012996,"SIRUK CREEK",2016,2016-06-26,178,"Natural","Natural",1832,"F",66.66533,-153.12067,"STATE","AK"
"2869",400012998,"KANDIK RIVER",2016,2016-06-26,178,"Natural","Natural",772,"E",65.453,-142.48036,"NPS","AK"
"2870",400013000,"KANDIK CREEK 2",2016,2016-06-26,178,"Natural","Natural",89.6,"C",65.4611,-141.7742,"TRIBAL","AK"
"2871",400013001,"WATERFALL CREEK",2016,2016-06-26,178,"Natural","Natural",180,"D",65.3133,-141.2281,"TRIBAL","AK"
"2872",400013002,"CATHEDRAL CREEK",2016,2016-06-26,178,"Natural","Natural",159.3,"D",65.2458,-141.1572,"TRIBAL","AK"
"2873",400013004,"TOZITNA",2016,2016-06-26,178,"Natural","Natural",56.8,"C",65.5069,-151.7603,"BLM","AK"
"2874",400013005,"CATHEDRAL CREEK 3",2016,2016-06-26,178,"Natural","Natural",89.6,"C",65.2008,-141.0922,"TRIBAL","AK"
"2875",400013006,"MEDICINE LAKE",2016,2016-06-26,178,"Natural","Natural",32.7,"C",65.48,-144.4697,"STATE","AK"
"2876",400013007,"METTENPHERG CREEK",2016,2016-06-26,178,"Natural","Natural",202.8,"D",67.1958,-152.6714,"STATE","AK"
"2877",400013009,"COSNA RIVER 2",2016,2016-06-26,178,"Natural","Natural",112.3,"D",64.5806,-151.7236,"STATE","AK"
"2878",400013010,"WEST FORK",2016,2016-06-26,178,"Natural","Natural",28.4,"C",65.4431,-148.8839,"BLM","AK"
"2879",400013011,"MALAMUTE FORK ALATNA RIVER",2016,2016-06-27,179,"Natural","Natural",52.4,"C",67.0764,-152.9383,"STATE","AK"
"2880",400013012,"CHEBANIKA CREEK",2016,2016-06-27,179,"Natural","Natural",730.7,"E",66.75564,-153.32522,"STATE","AK"
"2881",400013013,"CHESTER",2016,2016-06-27,179,"Natural","Natural",18.1,"C",65.3964,-142.73,"NPS","AK"
"2882",400013021,"NETHKAHATI",2016,2016-06-29,181,"Natural","Natural",2134.3,"F",65.7819,-152.7342,"BLM","AK"
"2883",400013024,"HAHA CREEK",2016,2016-06-30,182,"Natural","Natural",10,"C",65.5686,-152.8692,"BLM","AK"
"2884",400013026,"MAUNELUK RIVER",2016,2016-07-01,183,"Natural","Natural",4478.5,"F",67.1394,-155.6242,"STATE","AK"
"2885",400013027,"MAUNELUK RIVER 2",2016,2016-07-02,184,"Natural","Natural",39015.1,"G",67.0522,-155.9908,"STATE","AK"
"2886",400013028,"MALAMUTE FORK  2",2016,2016-07-02,184,"Natural","Natural",36,"C",67.0958,-152.925,"STATE","AK"
"2887",400013029,"REED RIVER",2016,2016-07-02,184,"Natural","Natural",1443.8,"F",67.20558,-154.92339,"STATE","AK"
"2888",400013030,"LAKE CREEK",2016,2016-07-02,184,"Natural","Natural",36.3,"C",67.0275,-153.4517,"STATE","AK"
"2889",400013033,"BEDROCK CREEK",2016,2016-07-03,185,"Natural","Natural",6548.5,"G",67.1267,-152.3189,"STATE","AK"
"2890",400013036,"NORTH MALAMUTE FORK",2016,2016-07-05,187,"Natural","Natural",30.9,"C",67.112,-152.97567,"STATE","AK"
"2891",400013039,"HOG",2016,2016-07-05,187,"Natural","Natural",58565.3,"G",66.61758,-154.05289,"STATE","AK"
"2892",400013044,"BONANZA",2016,2016-07-11,193,"Natural","Natural",3965.6,"F",66.70367,-150.9285,"BLM","AK"
"2893",400013047,"CUTOFF",2016,2016-07-13,195,"Natural","Natural",49.1,"C",62.7,-144.32,"TRIBAL","AK"
"2894",400013049,"HOOK CREEK",2016,2016-07-13,195,"Natural","Natural",8606.4,"G",60.95,-156.3,"STATE","AK"
"2895",400013051,"YUKI RIVER",2016,2016-07-13,195,"Natural","Natural",96.9,"C",64.2361,-157.2453,"STATE","AK"
"2896",400013053,"GALATEA CREEK",2016,2016-07-13,195,"Natural","Natural",817.3,"E",63.978,-156.93203,"STATE","AK"
"2897",400013054,"MINNESOTA CREEK",2016,2016-07-13,195,"Natural","Natural",15.1,"C",64.1011,-157.5367,"STATE","AK"
"2898",400013056,"GWEEK RIVER",2016,2016-07-13,195,"Natural","Natural",1320,"F",61.05,-161.33,"TRIBAL","AK"
"2899",400013057,"DOESTOCK CREEK",2016,2016-07-13,195,"Natural","Natural",1261,"F",61.48,-159.15,"STATE","AK"
"2900",400013058,"ISRATHORAK CREEK",2016,2016-07-13,195,"Natural","Natural",6042.1,"G",61.35,-160.82,"TRIBAL","AK"
"2901",400013059,"CAMP CREEK",2016,2016-07-13,195,"Natural","Natural",1256.6,"F",64.013,-156.0215,"STATE","AK"
"2902",400013060,"WILSON CREEK",2016,2016-07-13,195,"Natural","Natural",130.3,"D",64.032,-156.03633,"STATE","AK"
"2903",400013063,"OWHAT RIVER 2",2016,2016-07-13,195,"Natural","Natural",1088.4,"F",61.68,-159.27,"BLM","AK"
"2904",400013065,"IDITAROD RIVER 2",2016,2016-07-13,195,"Natural","Natural",15,"C",61.85,-158.93,"BLM","AK"
"2905",400013068,"BOGUS CREEK",2016,2016-07-14,196,"Natural","Natural",4368,"F",61.27,-160.28,"FWS","AK"
"2906",400013069,"GEORGE RIVER",2016,2016-07-14,196,"Natural","Natural",3733.3,"F",61.97,-157.55,"TRIBAL","AK"
"2907",400013070,"SOUTH FORK GEORGE RIVER",2016,2016-07-14,196,"Natural","Natural",1110,"F",61.98,-157.35,"BLM","AK"
"2908",400013072,"REINDEER RIVER",2016,2016-07-14,196,"Natural","Natural",8021.4,"G",62.28,-158.88,"BLM","AK"
"2909",400013073,"SODA CREEK",2016,2016-07-14,196,"Natural","Natural",202.5,"D",63.42,-154.45,"TRIBAL","AK"
"2910",400013075,"MARIE CREEK",2016,2016-07-14,196,"Natural","Natural",401.7,"E",65.1625,-142.7819,"NPS","AK"
"2911",400013077,"TOK RIVER",2016,2016-07-14,196,"Natural","Natural",669.7,"E",63.18,-142.98,"STATE","AK"
"2912",400013079,"RODO RIVER",2016,2016-07-14,196,"Natural","Natural",12.7,"C",64.06403,-159.25703,"STATE","AK"
"2913",400013080,"PONTAG CREEK",2016,2016-07-14,196,"Natural","Natural",354.4,"E",63.4417,-153.5425,"TRIBAL","AK"
"2914",400013081,"YOKNEDA LAKE",2016,2016-07-14,196,"Natural","Natural",3265,"F",62.52,-144.72,"TRIBAL","AK"
"2915",400013082,"OLD WOMAN RIVER",2016,2016-07-14,196,"Natural","Natural",178.5,"D",63.6708,-159.82783,"BLM","AK"
"2916",400013083,"UNALAKLEET",2016,2016-07-14,196,"Natural","Natural",363.7,"E",63.654,-159.7665,"BLM","AK"
"2917",400013084,"PARADISE FORK",2016,2016-07-14,196,"Natural","Natural",1147.2,"F",63.9378,-153.4836,"BLM","AK"
"2918",400013085,"BLACKBURN HILLS",2016,2016-07-14,196,"Natural","Natural",142.9,"D",63.58633,-159.75317,"BLM","AK"
"2919",400013086,"HONHOSA RIVER",2016,2016-07-14,196,"Natural","Natural",10912.8,"G",65.23217,-158.36867,"BLM","AK"
"2920",400013087,"NULITNA RIVER",2016,2016-07-14,196,"Natural","Natural",217.7,"D",65.646,-157.78933,"BLM","AK"
"2921",400013095,"FISH RIVER",2016,2016-07-14,196,"Human","Missing data/not specified/undetermined",12,"C",64.754,-163.51911,"TRIBAL","AK"
"2922",400013097,"KOLEFIKPUK LAKE",2016,2016-07-14,196,"Natural","Natural",369.8,"E",60.27,-163.12,"TRIBAL","AK"
"2923",400013098,"BONANZA CREEK",2016,2016-07-14,196,"Natural","Natural",442.8,"E",64.47467,-157.54967,"FWS","AK"
"2924",400013100,"BIG CREEK",2016,2016-07-15,197,"Natural","Natural",2157.3,"F",65.31083,-154.66722,"STATE","AK"
"2925",400013102,"BEAR CREEK",2016,2016-07-15,197,"Natural","Natural",1033.1,"F",62.73,-154.07,"BLM","AK"
"2926",400013103,"PITMIK RIVER",2016,2016-07-15,197,"Natural","Natural",1092.3,"F",61.75,-163.07,"TRIBAL","AK"
"2927",400013104,"COPPER CREEK",2016,2016-07-15,197,"Natural","Natural",376.2,"E",64.8339,-143.3175,"NPS","AK"
"2928",400013106,"SISCHU",2016,2016-07-15,197,"Natural","Natural",148.4,"D",64.0522,-153.3172,"BLM","AK"
"2929",400013107,"ILLINOIS CREEK",2016,2016-07-15,197,"Natural","Natural",186.7,"D",65.25761,-153.20219,"STATE","AK"
"2930",400013109,"EUREKA CREEK",2016,2016-07-15,197,"Natural","Natural",42.2,"C",65.2925,-153.4769,"STATE","AK"
"2931",400013110,"LITTLE MELO",2016,2016-07-15,197,"Natural","Natural",577.2,"E",65.2675,-153.9408,"STATE","AK"
"2932",400013111,"RAPIDS",2016,2016-07-15,197,"Natural","Natural",494.7,"E",65.3256,-151.0539,"STATE","AK"
"2933",400013112,"FOX CREEK",2016,2016-07-15,197,"Natural","Natural",144.1,"D",65.0514,-155.4322,"BLM","AK"
"2934",400013114,"STINK CREEK",2016,2016-07-15,197,"Natural","Natural",27.7,"C",63.92864,-159.29711,"STATE","AK"
"2935",400013115,"ALDER CREEK",2016,2016-07-15,197,"Natural","Natural",484.9,"E",65.545,-149.8642,"STATE","AK"
"2936",400013116,"CHICAGO LAKES",2016,2016-07-15,197,"Natural","Natural",920,"E",65.6467,-150.0256,"TRIBAL","AK"
"2937",400013119,"AKIACHAK",2016,2016-09-01,245,"Human","Missing data/not specified/undetermined",50,"C",61.02,-161.17,"TRIBAL","AK"
"2938",400013120,"KOYUK",2016,2016-09-02,246,"Human","Missing data/not specified/undetermined",23.2,"C",64.92911,-161.09147,"BIA","AK"
"2939",400013121,"PINE CREEK",2016,2016-09-03,247,"Human","Missing data/not specified/undetermined",33.8,"C",64.6997,-146.2822,"OTHER FEDERAL","AK"
"2940",400013125,"DELTA CREEK",2016,2016-09-29,273,"Human","Firearms and explosives use",124,"D",63.92,-146.61286,"OTHER FEDERAL","AK"
"2941",400013126,"MELVIN CHANNEL",2016,2016-10-12,286,"Human","Recreation and ceremony",505.2,"E",66.8622,-160.885,"TRIBAL","AK"
"2942",400013127,"MOOSE CREEK",2016,2016-10-15,289,"Human","Missing data/not specified/undetermined",303,"E",61.6808,-149.0186,"PRIVATE","AK"
"2943",400013162,"BAX 4",2017,2017-04-26,116,"Human","Arson/incendiarism",10,"C",63.9239,-145.5939,"OTHER FEDERAL","AK"
"2944",400013184,"BEAR CREEK",2017,2017-05-13,133,"Natural","Natural",39,"C",64.8322,-157.0964,"TRIBAL","AK"
"2945",400013185,"STEAMBOAT CREEK",2016,2016-07-15,197,"Natural","Natural",19719,"G",61.28,-143.25,"NPS","AK"
"2946",400013194,"PTARMIGAN",2016,2016-07-16,198,"Natural","Natural",782.9,"E",65.3572,-151.8544,"BLM","AK"
"2947",400013202,"CHRISTIAN",2016,2016-07-20,202,"Natural","Natural",14.5,"C",67.0519,-146.6425,"TRIBAL","AK"
"2948",400013205,"SALAR LAKE",2016,2016-07-21,203,"Natural","Natural",15.4,"C",61.28,-160.45,"FWS","AK"
"2949",400013209,"NATION CREEK",2016,2016-07-26,208,"Natural","Natural",94.6,"C",65.3019,-141.5797,"TRIBAL","AK"
"2950",400013219,"MUDDY",2017,2017-05-21,141,"Natural","Natural",78,"C",63.9478,-151.5994,"NPS","AK"
"2951",400013227,"NORTH ROBERTSON",2017,2017-06-01,152,"Human","Missing data/not specified/undetermined",832.4,"E",63.5272,-143.9158,"PRIVATE","AK"
"2952",400013228,"BLAIR LAKES",2017,2017-06-01,152,"Human","Arson/incendiarism",332.2,"E",64.3392,-147.4406,"OTHER FEDERAL","AK"
"2953",400013231,"KENAKUCHUK CREEK",2017,2017-06-03,154,"Natural","Natural",1558,"F",59.55,-158.12,"STATE","AK"
"2954",400013236,"SPRUCE CREEK",2017,2017-06-04,155,"Natural","Natural",42,"C",63.1128,-156.4842,"BLM","AK"
"2955",400013237,"LITTLE YETNA RIVER",2017,2017-06-04,155,"Natural","Natural",16514,"G",62.5703,-158.5772,"STATE","AK"
"2956",400013294,"PITKA FORK",2017,2017-06-04,155,"Natural","Natural",16823.9,"G",62.425,-154.0569,"STATE","AK"
"2957",400013295,"BELL CREEK",2017,2017-06-04,155,"Natural","Natural",2653,"F",61.9186,-158.0817,"MISSING/NOT SPECIFIED","AK"
"2958",400013296,"DEADMANS SLOUGH",2017,2017-06-04,155,"Natural","Natural",322.6,"E",62.6342,-160.2119,"TRIBAL","AK"
"2959",400013297,"SULLIVAN CREEK",2017,2017-06-04,155,"Natural","Natural",352,"E",62.7586,-154.2936,"BLM","AK"
"2960",400013298,"BALL CREEK",2017,2017-06-04,155,"Natural","Natural",13924,"G",62.4681,-157.6428,"STATE","AK"
"2961",400013299,"AKULIKTUAK RIVER",2017,2017-06-05,156,"Natural","Natural",90,"C",60.7472,-161.0867,"MISSING/NOT SPECIFIED","AK"
"2962",400013303,"KOGOK RIVER",2017,2017-06-06,157,"Natural","Natural",2690.8,"F",63.1128,-162.3442,"FWS","AK"
"2963",400013304,"GORTON CREEK",2017,2017-06-06,157,"Natural","Natural",64.8,"C",64.5425,-157.7492,"FWS","AK"
"2964",400013306,"WHAKATNA",2017,2017-06-06,157,"Natural","Natural",20.5,"C",64.8306,-156.5853,"BLM","AK"
"2965",400013309,"GOLSOVIA 2",2017,2017-06-06,157,"Natural","Natural",879.3,"E",63.40417,-161.28867,"BLM","AK"
"2966",400013313,"TOIK HILL",2017,2017-06-06,157,"Natural","Natural",16002.8,"G",63.37683,-161.32433,"BLM","AK"
"2967",400013316,"NONVALNUK",2017,2017-06-06,157,"Natural","Natural",12156,"G",63.2203,-162.0653,"FWS","AK"
"2968",400013318,"KOGOK 3",2017,2017-06-06,157,"Natural","Natural",6087.9,"G",63.1558,-162.6006,"FWS","AK"
"2969",400013320,"NORTH FORK",2017,2017-06-06,157,"Natural","Natural",306.8,"E",64.2022,-159.9572,"BLM","AK"
"2970",400013321,"RIVER NORTH",2017,2017-06-06,157,"Natural","Natural",3078.8,"F",64.2665,-160.14783,"BLM","AK"
"2971",400013322,"LOCKWOOD",2017,2017-06-06,157,"Natural","Natural",22234.2,"G",66.7,-157.05,"BLM","AK"
"2972",400013325,"TENMILE",2017,2017-06-07,158,"Natural","Natural",51.6,"C",64.0764,-159.5342,"BLM","AK"
"2973",400013326,"SOUTH FORK SLACHA",2017,2017-06-08,159,"Natural","Natural",8344.9,"G",64.4436,-145.5533,"STATE","AK"
"2974",400013327,"ANDREAFSKY",2017,2017-06-08,159,"Natural","Natural",512.2,"E",62.2644,-163.0208,"TRIBAL","AK"
"2975",400013335,"MP 308 5 RICHARDSON HWY",2017,2017-06-09,160,"Human","Missing data/not specified/undetermined",15,"C",64.32,-146.73,"STATE","AK"
"2976",400013336,"LITTLE CARIBOU CREEK",2017,2017-06-10,161,"Natural","Natural",10.2,"C",65.28,-146.55,"STATE","AK"
"2977",400013342,"EAST FORK",2017,2017-06-15,166,"Natural","Natural",1016,"F",60.5964,-150.5211,"FWS","AK"
"2978",400013344,"ROMANOFF",2017,2017-06-16,167,"Human","Recreation and ceremony",3114.9,"F",63.1725,-162.8369,"BIA","AK"
"2979",400013346,"NORTH KUSKO",2017,2017-06-16,167,"Natural","Natural",19.6,"C",63.68,-153.4958,"STATE","AK"
"2980",400013351,"PAIMIUT",2017,2017-06-17,168,"Natural","Natural",254,"D",61.9,-159.4683,"STATE","AK"
"2981",400013353,"PASS CREEK",2017,2017-06-18,169,"Natural","Natural",21.8,"C",65.04528,-141.215,"NPS","AK"
"2982",400013354,"GILEAD",2017,2017-06-20,171,"Natural","Natural",284.6,"D",69.3067,-148.0783,"STATE","AK"
"2983",400013355,"FOSSIL",2017,2017-06-20,171,"Natural","Natural",501,"E",69.1358,-152.9839,"OTHER FEDERAL","AK"
"2984",400013357,"TCHULKADE LAKE",2017,2017-06-21,172,"Natural","Natural",76,"C",66.3633,-143.3339,"FWS","AK"
"2985",400013358,"TROUT CREEK",2017,2017-06-21,172,"Natural","Natural",2980.3,"F",65.1022,-141.6383,"NPS","AK"
"2986",400013361,"GARDINER CREEK",2017,2017-06-22,173,"Natural","Natural",34.1,"C",62.8836,-141.4053,"STATE","AK"
"2987",400013364,"KAHILTNA",2017,2017-06-25,176,"Natural","Natural",56,"C",62.4264,-151.1389,"STATE","AK"
"2988",400013365,"VOLCANO BAY",2017,2017-06-17,168,"Human","Missing data/not specified/undetermined",100,"D",53.8158,-167.0758,"MISSING/NOT SPECIFIED","AK"
"2989",400013367,"LOPER CREEK",2017,2017-06-27,178,"Natural","Natural",2549.3,"F",65.6925,-145.5514,"BLM","AK"
"2990",400013368,"NARVAK LAKE",2017,2017-06-27,178,"Natural","Natural",491.6,"E",66.9458,-155.6475,"NPS","AK"
"2991",400013369,"KIHOVILIK CREEK",2017,2017-06-27,178,"Natural","Natural",3130,"F",66.6344,-157.1594,"BLM","AK"
"2992",400013370,"POINT LAY",2017,2017-06-28,179,"Natural","Natural",17.4,"C",69.67481,-162.86575,"STATE","AK"
